,GENECARDS,ID
1790,PHC2,Q8IXK0
1791,DLGAP3,O95886
1792,KIAA0319L,Q8IZA0
1793,JAK1,P23458
1794,WDR47,O94967
1795,SIKE1,Q9BRV8
1796,ACP6,Q9NPH0
1797,C1orf43,Q9BWL3
1798,MRPL24,Q96A35
1799,BATF3,Q9NR55
1800,NVL,O15381
1801,RGS7,P49802
1802,ABI1,Q8IZP0
1803,ITGB1,P05556
1804,ZNF33B,Q06732
1805,PTPN20,Q4JDL3
1806,PARG,Q86W56
1807,DNA2,P51530
1808,ANXA11,P50995
1809,SLIT1,O75093
1810,BBIP1,A8MTZ0
1811,HSPA12A,O43301
1812,SFXN4,Q6P4A7
1813,CFAP46,Q8IYW2
1814,ZNF195,O14628
1815,GALNT18,Q6P9A2
1816,LRP4,O75096
1817,SLC43A1,O75387
1818,XRRA1,Q6P2D8
1819,PAK1,Q13153
1820,CWF19L2,Q2TBE0
1821,MSANTD2,Q6P1R3
1822,FBXL14,Q8N1E6
1823,KMT2D,O14686
1824,STAT6,P42226
1825,R3HDM2,Q9Y2K5
1826,WIF1,Q9Y5W5
1827,PTPRB,P23467
1828,CAPS2,Q9BXY5
1829,EEA1,Q15075
1830,ANKS1B,Q7Z6G8
1831,UHRF1BP1L,A0JNW5
1832,C12orf73,Q69YU5
1833,TMEM119,Q4V9L6
1834,VPS29,Q9UBQ0
1835,CHFR,Q96EP1
1836,ZNF605,Q86T29
1837,MICU2,Q8IYU8
1838,N4BP2L1,Q5TBK1
1839,RCBTB1,Q8NDN9
1840,NEK3,P51956
1841,EAPP,Q56P03
1842,RALGAPA1,Q6GYQ0
1843,SEC23A,Q15436
1844,FKBP3,Q00688
1845,NEK9,Q8TD19
1846,ITPK1,Q13572
1847,OTUD7A,Q8TE49
1848,ZNF280D,Q6N043
1849,ICE2,Q659A1
1850,VPS13C,Q709C8
1851,IGDCC4,Q8TDY8
1852,ETFA,P13804
1853,CPEB1,Q9BZB8
1854,MFGE8,Q08431
1855,GGA2,Q9UJY4
1856,BCL7C,Q8WUZ0
1857,AMFR,Q9UKV5
1858,CFDP1,Q9UEE9
1859,MED1,Q15648
1860,NT5C3B,Q969T7
1861,MPP2,Q14168
1862,SLC35B1,P78383
1863,MTMR4,Q9NYA4
1864,DLGAP1,O14490
1865,TXNL4A,P83876
1866,ZNF490,Q9ULM2
1867,TNPO2,O14787
1868,ZNF529,Q6P280
1869,FBXO17,Q96EF6
1870,FBXO27,Q8NI29
1871,GRIK5,Q16478
1872,LYPD5,Q6UWN5
1873,LRRC4B,Q9NT99
1874,ZNF665,Q9H7R5
1875,FIZ1,Q96SL8
1876,ROCK2,O75116
1877,KCNK12,Q9HB15
1878,RTN4,Q9NQC3
1879,NFU1,Q9UMS0
1880,GCFC2,P16383
1881,ANKRD36B,Q8N2N9
1882,HS6ST1,O60243
1883,FAM168B,A1KXE4
1884,ERMN,Q8TAM6
1885,HIBCH,Q6NVY1
1886,INO80D,Q53TQ3
1887,KANSL1L,A0AUZ9
1888,NDUFA10,O95299
1889,RNF24,Q9Y225
1890,NCOA6,Q14686
1891,ASCC2,Q9H1I8
1892,SOX10,P56693
1893,RPS19BP1,Q86WX3
1894,EFCAB6,Q5THR3
1895,ATP2B2,Q01814
1896,NEK10,Q6ZWH5
1897,SUSD5,O60279
1898,ACAA1,P09110
1899,POMGNT2,Q8NAT1
1900,ZNF445,P59923
1901,PBRM1,Q86U86
1902,DCP1A,Q9NPI6
1903,THOC7,Q6I9Y2
1904,CFAP44,Q96MT7
1905,SLC12A8,A0AV02
1906,TPRA1,Q86W33
1907,NPHP3-ACAD11,A0A0J9YXS1
1908,ATP13A3,Q9H7F0
1909,TCTEX1D2,Q8WW35
1910,FAM184B,Q9ULE4
1911,CCDC149,Q6ZUS6
1912,PDS5A,Q29RF7
1913,APBB2,Q92870
1914,MAPK10,P53779
1915,PLA2G12A,Q9BZM1
1916,AADAT,Q8N5Z0
1917,AGA,P20933
1918,PDE4D,Q08499
1919,TMEM232,C9JQI7
1920,ARAP3,Q8WWN8
1921,FGF1,P05230
1922,CAMK2A,Q9UQM7
1923,ADGRF5,Q8IZF2
1924,USP45,Q70EL2
1925,CDK19,Q9BWU1
1926,HBS1L,Q9Y450
1927,BRAT1,Q6PJG6
1928,DPY19L2P1,Q6NXN4
1929,ZNF680,Q8NEM1
1930,SYPL1,Q16563
1931,COG5,Q9UP83
1932,CNOT4,O95628
1933,PTN,P21246
1934,HIPK2,Q9H2X6
1935,ZNF786,Q8N393
1936,MRPS28,Q9Y2Q9
1937,IMPA1,P29218
1938,TRIQK,Q629K1
1939,UQCRB,P14927
1940,NCALD,P61601
1941,TAF2,Q6P1X5
1942,FAM49B,Q9NUQ9
1943,PTK2,Q05397
1944,COMMD5,Q9GZQ3
1945,CBWD6,Q4V339
1946,GNAQ,P50148
1947,AGTPBP1,Q9UPW5
1948,CDC14B,O60729
1949,CTNNAL1,Q9UBT7
1950,TTLL11,Q8NHH1
1951,BRD3,Q15059
1952,PUM1,Q14671
1953,P3H1,Q32P28
1954,GPR161,Q8N6U8
1955,UEVLD,Q8IX04
1956,IMMP1L,Q96LU5
1957,LPXN,O60711
1958,STX5,Q13190
1959,LTBP3,Q9NS15
1960,CPNE8,Q86YQ8
1961,GALNT6,Q8NCL4
1962,SPRYD7,Q5W111
1963,HSP90AA1,P07900
1964,CHRFAM7A,Q494W8
1965,PPIP5K1,Q6PFW1
1966,FRMD5,Q7Z6J6
1967,TTC23,Q5W5X9
1968,TXNDC11,Q6PKC3
1969,RPGRIP1L,Q68CZ1
1970,RPL17-C18orf32,A0A0A0MRF8
1971,RPL17-C18orf32,A0A0A6YYL6
1972,NETO1,Q8TDF5
1973,KANK3,Q6NY19
1974,STX10,O60499
1975,ZNF826P,Q6ZT77
1976,ATP4A,P20648
1977,HSD17B14,Q9BPX1
1978,ZNF671,Q8TAW3
1979,HEATR5B,Q9P2D3
1980,MRPS5,P82675
1981,TMEM127,O75204
1982,LMAN2L,Q9H0V9
1983,CREG2,Q8IUH2
1984,RAF1,P04049
1985,SLC41A3,Q96GZ6
1986,RPL39L,Q96EH5
1987,MCHR2,Q969V1
1988,TPD52,P55327
1989,KCNK9,Q9NPC2
1990,ROR2,Q01974
1991,TMLHE,Q9NVH6
1992,APBB1,O00213
1993,ZBTB25,P24278
1994,LMF1,Q96S06
1995,FAM182B,Q5T319
1996,KCNIP4,Q6PIL6
1997,TFB1M,Q8WVM0
1998,LPAR1,Q92633
1999,SLC35E2B,P0CK96
2000,MEAF6,Q9HAF1
2001,NEBL,O76041
2002,PDZD7,Q9H5P4
2003,ABCC8,Q09428
2004,MPPED2,Q15777
2005,CHKA,P35790
2006,NUMA1,Q14980
2007,PITPNM2,Q9BZ72
2008,KARS,Q15046
2009,SAMD14,Q8IZD0
2010,ATL2,Q8NHH9
2011,LONRF2,Q1L5Z9
2012,KIF1A,Q12756
2013,RRP7BP,Q9NSQ0
2014,LHFPL4,Q7Z7J7
2015,PLXND1,Q9Y4D7
2016,SPATA9,Q9BWV2
2017,CPNE5,Q9HCH3
2018,RMDN1,Q96DB5
2019,C5,P01031
2020,HDX,Q7Z353
2021,RAP1GAP,P47736
2022,LUZP1,Q86V48
2023,ADGRL4,Q9HBW9
2024,GLUL,P15104
2025,PCDH15,Q96QU1
2026,SCUBE2,Q9NQ36
2027,KDM5A,P29375
2028,IPO8,O15397
2029,ENOX1,Q8TC92
2030,L3HYPDH,Q96EM0
2031,DICER1,Q9UPY3
2032,DENND4A,Q7Z401
2033,ITFG1,Q8TB96
2034,ENOSF1,Q7L5Y1
2035,ZNF564,Q8TBZ8
2036,NOVA2,Q9UNW9
2037,PXDN,Q92626
2038,CMPK2,Q5EBM0
2039,NOL4L,Q96MY1
2040,SFMBT1,Q9UHJ3
2041,LSAMP,Q13449
2042,C3orf70,A6NLC5
2043,TBCCD1,Q9NVR7
2044,CYTL1,Q9NRR1
2045,YIPF7,Q8N8F6
2046,FCHSD1,Q86WN1
2047,PPP2R2B,Q00005
2048,KIAA0319,Q5VV43
2049,ABCB1,P08183
2050,TRIM4,Q9C037
2051,KIAA1147,A4D1U4
2052,PPP1R42,Q7Z4L9
2053,ST3GAL1,Q11201
2054,NME7,Q9Y5B8
2055,GNPTAB,Q3T906
2056,GLTP,Q9NZD2
2057,USP50,Q70EL3
2058,IFT140,Q96RY7
2059,TRIM37,O94972
2060,CCDC57,Q2TAC2
2061,NME5,P56597
2062,NUDCD2,Q8WVJ2
2063,RARS2,Q5T160
2064,NBN,O60934
2065,WARS2,Q9UGM6
2066,ZNF25,P17030
2067,LRRC4C,Q9HCJ2
2068,IGSF9B,Q9UPX0
2069,DENND5B,Q6ZUT9
2070,PTPRR,Q15256
2071,TIMM9,Q9Y5J7
2072,SPG11,Q96JI7
2073,MPP3,Q13368
2074,ITSN2,Q9NZM3
2075,EXOC6B,Q9Y2D4
2076,OLA1,Q9NTK5
2077,CADPS,Q9ULU8
2078,GK5,Q6ZS86
2079,ZGRF1,Q86YA3
2080,RPL37,P61927
2081,BRD8,Q9H0E9
2082,TBC1D7,Q9P0N9
2083,CUL7,Q14999
2084,CHCHD3,Q9NX63
2085,PADI2,Q9Y2J8
2086,PARD3,Q8TEW0
2087,DLG2,Q15700
2088,SYTL2,Q9HCH5
2089,ING4,Q9UNL4
2090,BRD4,O60885
2091,BAZ2B,Q9UIF8
2092,SLC25A17,O43808
2093,MICAL1,Q8TDZ2
2094,SCMH1,Q96GD3
2095,VAV3,Q9UKW4
2096,THEM4,Q5T1C6
2097,ERLIN1,O75477
2098,ALKBH8,Q96BT7
2099,SCN2B,O60939
2100,CEP290,O15078
2101,CIT,O14578
2102,SAV1,Q9H4B6
2103,PTPN21,Q16825
2104,TSPAN3,O60637
2105,CDH11,P55287
2106,FANCA,O15360
2107,CEP112,Q8N8E3
2108,TMC6,Q7Z403
2109,TIMP2,P16035
2110,RTTN,Q86VV8
2111,SHC2,P98077
2112,TEAD2,Q15562
2113,ZIM2,Q9NZV7
2114,CLHC1,Q8NHS4
2115,TRAK2,O60296
2116,CUL3,Q13618
2117,GNB1L,Q9BYB4
2118,PARP9,Q8IXQ6
2119,OSBPL11,Q9BXB4
2120,ABCC5,O15440
2121,RCHY1,Q96PM5
2122,FAM169A,Q9Y6X4
2123,TMEM161B,Q8NDZ6
2124,TYW1B,Q6NUM6
2125,ZNF767P,Q75MW2
2126,CSMD1,Q96PZ7
2127,ASPH,Q12797
2128,PMP2,P02689
2129,PTPRD,P23468
2130,PRUNE2,Q8WUY3
2131,SCAI,Q8N9R8
2132,ZNF674,Q2M3X9
2133,ARHGEF9,O43307
2134,ABCB7,O75027
2135,ZDHHC15,Q96MV8
2136,ATRX,P46100
2137,RAB9B,Q9NP90
2138,FBXO42,Q6P3S6
2139,DNMBP,Q6XZF7
2140,MGAT4C,Q9UBM8
2141,GABPB1,Q06547
2142,SMARCE1,Q969G3
2143,NT5C1B-RDH14,C9J2C7
2144,LYPD1,Q8N2G4
2145,CMBL,Q96DG6
2146,TBCA,O75347
2147,FBXL17,Q9UF56
2148,KLHL3,Q9UH77
2149,ZFP62,Q8NB50
2150,ASCC3,Q8N3C0
2151,KIAA1324L,A8MWY0
2152,PTPRN2,Q92932
2153,GRIN3A,Q8TCU5
2154,OSCP1,Q8WVF1
2155,ERI3,O43414
2156,LRRIQ3,A6PVS8
2157,KCNT2,Q6UVM3
2158,NUP133,Q8WUM0
2159,ARID4B,Q4LE39
2160,ERO1B,Q86YB8
2161,FAM107B,Q9H098
2162,IDE,P14735
2163,C10orf90,Q96M02
2164,HPS5,Q9UPZ3
2165,GAL3ST3,Q96A11
2166,RAB30,Q15771
2167,NPAT,Q14207
2168,ABCC9,O60706
2169,TM7SF3,Q9NS93
2170,PRICKLE1,Q96MT3
2171,TSPAN19,P0C672
2172,TAOK3,Q9H2K8
2173,RBM26,Q5T8P6
2174,CARS2,Q9HA77
2175,WARS,P23381
2176,UBAP1L,F5GYI3
2177,PCSK6,P29122
2178,CLN3,Q13286
2179,CCDC144B,Q3MJ40
2180,ULK2,Q8IYT8
2181,MED13,Q9UHV7
2182,CDH2,P19022
2183,HDHD2,Q9H0R4
2184,ZNF14,P17017
2185,ZNF320,A2RRD8
2186,NBAS,A2RRP1
2187,MMADHC,Q9H3L0
2188,LRP2,P98164
2189,EPHA4,P54764
2190,C20orf194,Q5TEA3
2191,TRPC4AP,Q8TEL6
2192,TPST2,O60704
2193,ANKRD28,O15084
2194,MYLK,Q15746
2195,DZIP1L,Q8IYY4
2196,C3orf33,Q6P1S2
2197,SPARCL1,Q14515
2198,TRPC3,Q13507
2199,NSUN2,Q08J23
2200,SH3TC2,Q8TF17
2201,TNIP1,Q15025
2202,MCM3,P25205
2203,COL21A1,Q96P44
2204,MAGI2,Q86UL8
2205,SLC37A3,Q8NCC5
2206,ATP6V1H,Q9UI12
2207,ASTN2,O75129
2208,PPP6C,O00743
2209,CAMSAP1,Q5T5Y3
2210,UXT,Q9UBK9
2211,SMYD3,Q9H7B4
2212,NPFFR1,Q9GZQ6
2213,ZNF235,Q14590
2214,RIMS3,Q9UJD0
2215,ASH1L,Q9NR48
2216,CCDC90B,Q9GZT6
2217,SLC6A13,Q9NSD5
2218,CLUH,O75153
2219,ISOC2,Q96AB3
2220,UQCC1,Q9NVA1
2221,ANKRD17,O75179
2222,TMEM150C,B9EJG8
2223,LIFR,P42702
2224,MED14,O60244
2225,NPHP4,O75161
2226,EYA3,Q99504
2227,ECHDC2,Q86YB7
2228,SYT7,O43581
2229,YBX3,P16989
2230,SLC7A1,P30825
2231,STXBP6,Q8NFX7
2232,L2HGDH,Q9H9P8
2233,RTN1,Q16799
2234,DAPK2,Q9UIK4
2235,AAGAB,Q6PD74
2236,ABCC6,O95255
2237,COPRS,Q9NQ92
2238,THUMPD2,Q9BTF0
2239,PI4KA,P42356
2240,COMMD2,Q86X83
2241,DLG1,Q12959
2242,NFXL1,Q6ZNB6
2243,PPP3CA,Q08209
2244,SREK1IP1,Q8N9Q2
2245,NDUFAF4,Q9P032
2246,ANKS6,Q68DC2
2247,ALDH18A1,P54886
2248,RNH1,P13489
2249,FAIM2,Q9BWQ8
2250,TMEM116,Q8NCL8
2251,ANAPC5,Q9UJX4
2252,MIPEP,Q99797
2253,MYO5A,Q9Y4I1
2254,USP36,Q9P275
2255,DNER,Q8NFT8
2256,TXN2,Q99757
2257,HAPLN1,P10915
2258,TMEM173,Q86WV6
2259,POPDC3,Q9HBV1
2260,EIF2AK1,Q9BQI3
2261,COA1,Q9GZY4
2262,UTY,O14607
2263,LTA4H,P09960
2264,STX2,P32856
2265,NPRL3,Q12980
2266,MED24,O75448
2267,CARD8,Q9Y2G2
2268,EDEM2,Q9BV94
2269,SUMF1,Q8NBK3
2270,EXD3,Q8N9H8
2271,CHD6,Q8TD26
2272,KMT2C,Q8NEZ4
2273,ANKRD10,Q9NXR5
2274,CPNE4,Q96A23
2275,COBL,O75128
2276,DLC1,Q96QB1
2277,UBXN11,Q5T124
2278,SPATA6,Q9NWH7
2279,SYT2,Q8N9I0
2280,CPEB3,Q8NE35
2281,PRPF19,Q9UMS4
2282,MAP4K5,Q9Y4K4
2283,DCAKD,Q8WVC6
2284,CDK5RAP1,Q96SZ6
2285,POLN,Q7Z5Q5
2286,KIF6,Q6ZMV9
2287,RB1CC1,Q8TDY2
2288,CASK,O14936
2289,KANSL2,Q9H9L4
2290,ERVK13-1,Q9NX77
2291,DQX1,Q8TE96
2292,STK39,Q9UEW8
2293,TMBIM1,Q969X1
2294,PIGZ,Q86VD9
2295,MAP3K5,Q99683
2296,DNAJC12,Q9UKB3
2297,DSCAM,O60469
2298,HTR4,Q13639
2299,TTLL7,Q6ZT98
2300,ADSS,P30520
2301,CRTAC1,Q9NQ79
2302,PKD2L1,Q9P0L9
2303,UROS,P10746
2304,SLC15A5,A6NIM6
2305,SDR9C7,Q8NEX9
2306,CEP83,Q9Y592
2307,CDK17,Q00537
2308,MMAB,Q96EY8
2309,RPS6KA5,O75582
2310,PPP4R3A,Q6IN85
2311,LGMN,Q99538
2312,RORA,P35398
2313,CIB2,O75838
2314,CDH8,P55286
2315,TRIM16,O95361
2316,FAM222B,Q8WU58
2317,INTS2,Q9H0H0
2318,MATK,P42679
2319,ADAM17,P78536
2320,PUM2,Q8TB72
2321,PIGF,Q07326
2322,CCDC88A,Q3V6T2
2323,SLC35F5,Q8WV83
2324,USP40,Q9NVE5
2325,LTN1,O94822
2326,THRB,P10828
2327,IQCF1,Q8N6M8
2328,PLD1,Q13393
2329,MRPL47,Q9HD33
2330,CLOCK,O15516
2331,SCARB2,Q14108
2332,INPP4B,O15327
2333,PRKAA1,Q13131
2334,PJA2,O43164
2335,FAM13B,Q9NYF5
2336,REV3L,O60673
2337,PSMA2,P25787
2338,NDUFA5,Q16718
2339,LINGO2,Q7L985
2340,BAG1,Q99933
2341,VPS37B,Q9H9H4
2342,DHX58,Q96C10
2343,OLFM2,O95897
2344,SNTA1,Q13424
2345,DYNC1LI1,Q9Y6G9
2346,FAM89A,Q96GI7
2347,EIF2AK2,P19525
2348,CNTNAP3,Q9BZ76
2349,NR6A1,Q15406
2350,PPT1,P50897
2351,MCOLN2,Q8IZK6
2352,SORT1,Q99523
2353,ESRRG,P62508
2354,TRAF6,Q9Y4K3
2355,SYT13,Q7L8C5
2356,KLRC3,Q07444
2357,SPRYD3,Q8NCJ5
2358,DCUN1D2,Q6PH85
2359,NETO2,Q8NC67
2360,CNGB1,Q14028
2361,EPOR,P19235
2362,ELOF1,P60002
2363,MICAL3,Q7RTP6
2364,NGLY1,Q96IV0
2365,CNTN3,Q9P232
2366,ALDH1L1,O75891
2367,BDH2,Q9BUT1
2368,LINC00473,A8K010
2369,CACNA2D1,P54289
2370,ORC5,O43913
2371,CADPS2,Q86UW7
2372,CLIC2,O15247
2373,DPYD,Q12882
2374,SDAD1,Q9NVU7
2375,ST6GALNAC6,Q969X2
2376,DCP1B,Q8IZD4
2377,DUSP16,Q9BY84
2378,ITGA7,Q13683
2379,RPS6KL1,Q9Y6S9
2380,POMT2,Q9UKY4
2381,EDC3,Q96F86
2382,SSH2,Q76I76
2383,RIT2,Q99578
2384,SYT3,Q9BQG1
2385,GTF3C3,Q9Y5Q9
2386,FAM126B,Q8IXS8
2387,TASP1,Q9H6P5
2388,NKIRAS1,Q9NYS0
2389,GSK3B,P49841
2390,MBD4,O95243
2391,C4orf45,Q96LM5
2392,ANKRD55,Q3KP44
2393,SNCB,Q16143
2394,CMAHP,Q9Y471
2395,DGKI,O75912
2396,PRC1,O43663
2397,LINS1,Q8NG48
2398,SMIM7,Q9BQ49
2399,FTCDNL1,E5RQL4
2400,TTLL1,O95922
2401,AFAP1,Q8N556
2402,SPOCK1,Q08629
2403,IFNGR1,P15260
2404,GOLM1,Q8NBJ4
2405,FCGR3A,P08637
2406,ATE1,O95260
2407,RPS13,P62277
2408,COMMD9,Q9P000
2409,SMARCC2,Q8TAQ2
2410,GIT2,Q14161
2411,KLF12,Q9Y4X4
2412,MYCBP2,O75592
2413,HAPLN3,Q96S86
2414,PLA2G10,O15496
2415,ROCK1,Q13464
2416,C3,P01024
2417,ZNF433,Q8N7K0
2418,TYROBP,O43914
2419,PPP5D1,E7EU14
2420,STRN,O43815
2421,MAPK1,P28482
2422,ZNF385D,Q9H6B1
2423,EIF4E3,Q8N5X7
2424,PROS1,P07225
2425,PEX5L,Q8IYB4
2426,PPM1K,Q8N3J5
2427,PRDM5,Q9NQX1
2428,HDAC3,O15379
2429,KIAA1191,Q96A73
2430,RNF130,Q86XS8
2431,CNR1,P21554
2432,RAPGEF5,Q92565
2433,CALN1,Q9BXU9
2434,PSD3,Q9NYI0
2435,ZNF395,Q9H8N7
2436,SPTLC1,O15269
2437,GLA,P06280
2438,GNG12,Q9UBI6
2439,PIGK,Q92643
2440,CTSS,P25774
2441,TFCP2,Q12800
2442,GLT8D2,Q9H1C3
2443,EFCAB11,Q9BUY7
2444,IFT80,Q9P2H3
2445,GABRB2,P47870
2446,SSR1,P43307
2447,GNA12,Q03113
2448,UBAC1,Q9BSL1
2449,GPM6B,Q13491
2450,C1orf216,Q8TAB5
2451,ODF2L,Q9ULJ1
2452,HNRNPF,P52597
2453,ATAD1,Q8NBU5
2454,DEAF1,O75398
2455,PHF21A,Q96BD5
2456,VSTM5,A8MXK1
2457,AGAP2,Q99490
2458,NUAK1,O60285
2459,KPNA3,O00505
2460,TRPM7,Q96QT4
2461,CTSH,P09668
2462,LYSMD4,Q5XG99
2463,TRPV1,Q8NER1
2464,ADCY3,O60266
2465,PNPT1,Q8TCS8
2466,OSBPL10,Q9BXB5
2467,PLCH1,Q4KWH8
2468,RNGTT,O60942
2469,MEOX2,P50222
2470,KRIT1,O00522
2471,POT1,Q9NUX5
2472,DNTTIP2,Q5QJE6
2473,CRY1,Q16526
2474,TTBK2,Q6IQ55
2475,RHCG,Q9UBD6
2476,CCT6B,Q92526
2477,DDX52,Q9Y2R4
2478,SYMPK,Q92797
2479,CDKL4,Q5MAI5
2480,PPP3R1,P63098
2481,CSNK1E,P49674
2482,VGLL4,Q14135
2483,CRMP1,Q14194
2484,RAB28,P51157
2485,PPA2,Q9H2U2
2486,CDO1,Q16878
2487,AK9,Q5TCS8
2488,TUBE1,Q9UJT0
2489,UBQLN1,Q9UMX0
2490,ARHGAP6,O43182
2491,CTNNBIP1,Q9NSA3
2492,EVI5,O60447
2493,NRAS,P01111
2494,GPR89A,B7ZAQ6
2495,AIFM2,Q9BRQ8
2496,CFAP43,Q8NDM7
2497,NCOR1,O75376
2498,NOL4,O94818
2499,SEMA6B,Q9H3T3
2500,MAP4,P27816
2501,HACD2,Q6Y1H2
2502,TNIP3,Q96KP6
2503,TBC1D32,Q96NH3
2504,PDE1C,Q14123
2505,NIPAL2,Q9H841
2506,CTNND2,Q9UQB3
2507,DHCR24,Q15392
2508,IGDCC3,Q8IVU1
2509,ATP13A1,Q9HD20
2510,SLC9B2,Q86UD5
2511,ATXN1,P54253
2512,SARDH,Q9UL12
2513,ZSWIM5,Q9P217
2514,PIP4K2A,P48426
2515,TLL2,Q9Y6L7
2516,TESC,Q96BS2
2517,TEX30,Q5JUR7
2518,DET1,Q7L5Y6
2519,GSG1L,Q6UXU4
2520,PLA2G4C,Q9UP65
2521,TTC21B,Q7Z4L5
2522,MAGI1,Q96QZ7
2523,GABRG1,Q8N1C3
2524,CENPK,Q9BS16
2525,ERAP1,Q9NZ08
2526,CCDC112,Q8NEF3
2527,ECHDC1,Q9NTX5
2528,TIMM17B,O60830
2529,KIF17,Q9P2E2
2530,PRKAB2,O43741
2531,C1orf131,Q8NDD1
2532,POU6F1,Q14863
2533,POC1B,Q8TC44
2534,SLC41A2,Q96JW4
2535,STRN3,Q13033
2536,TFAP4,Q01664
2537,KIF3C,O14782
2538,ERCC8,Q13216
2539,DPY19L2P2,Q6ZN68
2540,TMEM209,Q96SK2
2541,LAMP2,P13473
2542,DDOST,P39656
2543,DAB1,O75553
2544,LIN9,Q5TKA1
2545,SIK3,Q9Y2K2
2546,C12orf49,Q9H741
2547,CAMKK2,Q96RR4
2548,DHX37,Q8IY37
2549,TRAP1,Q12931
2550,NLRP1,Q9C000
2551,ZNF18,P17022
2552,ZNF823,P16415
2553,ZNF569,Q5MCW4
2554,TMEM189-UBE2V1,I3L0A0
2555,SEC24D,O94855
2556,TRAM2,Q15035
2557,NOD1,Q9Y239
2558,EIF3E,P60228
2559,PSMB7,Q99436
2560,EBNA1BP2,Q99848
2561,ARHGAP30,Q7Z6I6
2562,RIMBP2,O15034
2563,N4BP2L2,Q92802
2564,ERO1A,Q96HE7
2565,ICAM2,P13598
2566,OPA3,Q9H6K4
2567,SULF2,Q8IWU5
2568,APOL2,Q9BQE5
2569,FAM107A,O95990
2570,TEC,P42680
2571,SLC9B1,Q4ZJI4
2572,TBCK,Q8TEA7
2573,SSBP2,P81877
2574,PRELID2,Q8N945
2575,EYS,Q5T1H1
2576,CEP162,Q5TB80
2577,OSTM1,Q86WC4
2578,ATP11C,Q8NB49
2579,PAQR7,Q86WK9
2580,ENTPD5,O75356
2581,SSUH2,Q9Y2M2
2582,SEMA5A,Q13591
2583,AHI1,Q8N157
2584,EXTL2,Q9UBQ6
2585,GON4L,Q3T8J9
2586,KCNH1,O95259
2587,GNG4,P50150
2588,CYP2C8,P10632
2589,GOT1,P17174
2590,C2CD3,Q4AC94
2591,NCKAP5L,Q9HCH0
2592,C12orf66,Q96MD2
2593,RNPS1,Q15287
2594,MBTPS1,Q14703
2595,SYNRG,Q9UMZ2
2596,OTOF,Q9HC10
2597,PREX1,Q8TCU6
2598,TSPAN5,P62079
2599,PREP,P48147
2600,FAM3C,Q92520
2601,PLXNA4,Q9HCM2
2602,RAPGEF1,Q13905
2603,OTUD7B,Q6GQQ9
2604,UBE3A,Q05086
2605,TJP1,Q07157
2606,NAGPA,Q9UK23
2607,OSBPL7,Q9BZF2
2608,ACOX2,Q99424
2609,SENP7,Q9BQF6
2610,ATP13A4,Q4VNC1
2611,STX18,Q9P2W9
2612,PREPL,Q4J6C6
2613,ST7L,Q8TDW4
2614,PARP1,P09874
2615,ANK3,Q12955
2616,JMJD1C,Q15652
2617,MPHOSPH6,Q99547
2618,CDC27,P30260
2619,ZNF45,Q02386
2620,OCIAD2,Q56VL3
2621,NUP153,P49790
2622,TPMT,P51580
2623,ELOVL5,Q9NYP7
2624,HERC1,Q15751
2625,CHDH,Q8NE62
2626,CDC42BPA,Q5VT25
2627,HERC4,Q5GLZ8
2628,KDSR,Q06136
2629,FAM49A,Q9H0Q0
2630,PGAP1,Q75T13
2631,RALGAPA2,Q2PPJ7
2632,RPS10-NUDT3,A0A1W2PQS6
2633,RPS10-NUDT3,A0A2R8Y6L3
2634,RPS10-NUDT3,S4R435
2635,MTUS1,Q9ULD2
2636,MORN1,Q5T089
2637,HEATR1,Q9H583
2638,DROSHA,Q9NRR4
2639,GLRX,P35754
2640,CPNE1,Q99829
2641,LYNX1,P0DP58
2642,NAA10,P41227
2643,LAMA1,P25391
2644,LINC00299,Q6ZSB3
2645,COPS5,Q92905
2646,RAD1,O60671
2647,SNIP1,Q8TAD8
2648,FAM172A,Q8WUF8
2649,WDR59,Q6PJI9
2650,PTPRN,Q16849
2651,SORBS1,Q9BX66
2652,THOC1,Q96FV9
2653,MXD4,Q14582
2654,VPS53,Q5VIR6
2655,PASK,Q96RG2
2656,PIP4K2B,P78356